sku,name,type,category,subcat,active
P706900600,Bubblegum - PG - 06mg,Product,Unlabelled,Freebase,1
P706901200,Bubblegum - PG - 12mg,Product,Unlabelled,Freebase,1
P706901800,Bubblegum - PG - 18mg,Product,Unlabelled,Freebase,1
P704680000,Cherry Menthol - PG - 00mg,Product,Unlabelled,Freebase,1
P704680300,Cherry Menthol - PG - 03mg,Product,Unlabelled,Freebase,1
P704680600,Cherry Menthol - PG - 06mg,Product,Unlabelled,Freebase,1
P704681200,Cherry Menthol - PG - 12mg,Product,Unlabelled,Freebase,1
P704681800,Cherry Menthol - PG - 18mg,Product,Unlabelled,Freebase,1
P703130000,Melon Mix - PG - 00mg,Product,Unlabelled,Freebase,1
P703130300,Melon Mix - PG - 03mg,Product,Unlabelled,Freebase,1
P703130600,Melon Mix - PG - 06mg,Product,Unlabelled,Freebase,1
P703131200,Melon Mix - PG - 12mg,Product,Unlabelled,Freebase,1
P703131800,Melon Mix - PG - 18mg,Product,Unlabelled,Freebase,1
P703060000,Gold Leaf - PG - 00mg,Product,Unlabelled,Freebase,1
P703060300,Gold Leaf - PG - 03mg,Product,Unlabelled,Freebase,1
P703060600,Gold Leaf - PG - 06mg,Product,Unlabelled,Freebase,1
P703061200,Gold Leaf - PG - 12mg,Product,Unlabelled,Freebase,1
P703061800,Gold Leaf - PG - 18mg,Product,Unlabelled,Freebase,1
P700310000,Green Monster - PG - 00mg,Product,Unlabelled,Freebase,1
P700310300,Green Monster - PG - 03mg,Product,Unlabelled,Freebase,1
P700310600,Green Monster - PG - 06mg,Product,Unlabelled,Freebase,1
P700311200,Green Monster - PG - 12mg,Product,Unlabelled,Freebase,1
P700311800,Green Monster - PG - 18mg,Product,Unlabelled,Freebase,1
P704790000,Gummy Bears - PG - 00mg,Product,Unlabelled,Freebase,1
P704790300,Gummy Bears - PG - 03mg,Product,Unlabelled,Freebase,1
P704790600,Gummy Bears - PG - 06mg,Product,Unlabelled,Freebase,1
P704791200,Gummy Bears - PG - 12mg,Product,Unlabelled,Freebase,1
P704791800,Gummy Bears - PG - 18mg,Product,Unlabelled,Freebase,1
P703170000,Jager - PG - 00mg,Product,Unlabelled,Freebase,1
P703170300,Jager - PG - 03mg,Product,Unlabelled,Freebase,1
P703170600,Jager - PG - 06mg,Product,Unlabelled,Freebase,1
P703171200,Jager - PG - 12mg,Product,Unlabelled,Freebase,1
P703171800,Jager - PG - 18mg,Product,Unlabelled,Freebase,1
P703150000,Sweet Liquorice - PG - 00mg,Product,Unlabelled,Freebase,1
P703150300,Sweet Liquorice - PG - 03mg,Product,Unlabelled,Freebase,1
P703150600,Sweet Liquorice - PG - 06mg,Product,Unlabelled,Freebase,1
P703151200,Sweet Liquorice - PG - 12mg,Product,Unlabelled,Freebase,1
P703151800,Sweet Liquorice - PG - 18mg,Product,Unlabelled,Freebase,1
P704710000,Grape Menthol - PG - 00mg,Product,Unlabelled,Freebase,1
P704710300,Grape Menthol - PG - 03mg,Product,Unlabelled,Freebase,1
P704710600,Grape Menthol - PG - 06mg,Product,Unlabelled,Freebase,1
P704711200,Grape Menthol - PG - 12mg,Product,Unlabelled,Freebase,1
P704711800,Grape Menthol - PG - 18mg,Product,Unlabelled,Freebase,1
P706880000,Lemon & Lime - PG - 00mg,Product,Unlabelled,Freebase,1
P706880300,Lemon & Lime - PG - 03mg,Product,Unlabelled,Freebase,1
P706880600,Lemon & Lime - PG - 06mg,Product,Unlabelled,Freebase,1
P706881200,Lemon & Lime - PG - 12mg,Product,Unlabelled,Freebase,1
P706881800,Lemon & Lime - PG - 18mg,Product,Unlabelled,Freebase,1
P703190000,Mango Ice Tea - PG - 00mg,Product,Unlabelled,Freebase,1
P703190300,Mango Ice Tea - PG - 03mg,Product,Unlabelled,Freebase,1
P703190600,Mango Ice Tea - PG - 06mg,Product,Unlabelled,Freebase,1
P703191200,Mango Ice Tea - PG - 12mg,Product,Unlabelled,Freebase,1
P703191800,Mango Ice Tea - PG - 18mg,Product,Unlabelled,Freebase,1
P703080000,Strong Menthol - PG - 00mg,Product,Unlabelled,Freebase,1
P703080300,Strong Menthol - PG - 03mg,Product,Unlabelled,Freebase,1
P703080600,Strong Menthol - PG - 06mg,Product,Unlabelled,Freebase,1
P703081200,Strong Menthol - PG - 12mg,Product,Unlabelled,Freebase,1
P703081800,Strong Menthol - PG - 18mg,Product,Unlabelled,Freebase,1
P703070000,Menthol - PG - 00mg,Product,Unlabelled,Freebase,1
P703070300,Menthol - PG - 03mg,Product,Unlabelled,Freebase,1
P703070600,Menthol - PG - 06mg,Product,Unlabelled,Freebase,1
P703071200,Menthol - PG - 12mg,Product,Unlabelled,Freebase,1
P703071800,Menthol - PG - 18mg,Product,Unlabelled,Freebase,1
P703090000,Menthol Mint - PG - 00mg,Product,Unlabelled,Freebase,1
P703090300,Menthol Mint - PG - 03mg,Product,Unlabelled,Freebase,1
P703090600,Menthol Mint - PG - 06mg,Product,Unlabelled,Freebase,1
P703091200,Menthol Mint - PG - 12mg,Product,Unlabelled,Freebase,1
P703091800,Menthol Mint - PG - 18mg,Product,Unlabelled,Freebase,1
P706910000,Menthol Tobacco - PG - 00mg,Product,Unlabelled,Freebase,1
P706910300,Menthol Tobacco - PG - 03mg,Product,Unlabelled,Freebase,1
P706910600,Menthol Tobacco - PG - 06mg,Product,Unlabelled,Freebase,1
P706911200,Menthol Tobacco - PG - 12mg,Product,Unlabelled,Freebase,1
P706911800,Menthol Tobacco - PG - 18mg,Product,Unlabelled,Freebase,1
P706590000,Parma Violet - PG - 00mg,Product,Unlabelled,Freebase,1
P706590300,Parma Violet - PG - 03mg,Product,Unlabelled,Freebase,1
P706590600,Parma Violet - PG - 06mg,Product,Unlabelled,Freebase,1
P706591200,Parma Violet - PG - 12mg,Product,Unlabelled,Freebase,1
P706591800,Parma Violet - PG - 18mg,Product,Unlabelled,Freebase,1
P703140000,Peach - PG - 00mg,Product,Unlabelled,Freebase,1
P703140300,Peach - PG - 03mg,Product,Unlabelled,Freebase,1
P703140600,Peach - PG - 06mg,Product,Unlabelled,Freebase,1
P703141200,Peach - PG - 12mg,Product,Unlabelled,Freebase,1
P703141800,Peach - PG - 18mg,Product,Unlabelled,Freebase,1
P705670000,Pear Drops - PG - 00mg,Product,Unlabelled,Freebase,1
P705670300,Pear Drops - PG - 03mg,Product,Unlabelled,Freebase,1
P705670600,Pear Drops - PG - 06mg,Product,Unlabelled,Freebase,1
P705671200,Pear Drops - PG - 12mg,Product,Unlabelled,Freebase,1
P705671800,Pear Drops - PG - 18mg,Product,Unlabelled,Freebase,1
P703110000,Peppermint - PG - 00mg,Product,Unlabelled,Freebase,1
P703110300,Peppermint - PG - 03mg,Product,Unlabelled,Freebase,1
P703110600,Peppermint - PG - 06mg,Product,Unlabelled,Freebase,1
P703111200,Peppermint - PG - 12mg,Product,Unlabelled,Freebase,1
P703111800,Peppermint - PG - 18mg,Product,Unlabelled,Freebase,1
P704770000,Skittles - PG - 00mg,Product,Unlabelled,Freebase,1
P704770300,Skittles - PG - 03mg,Product,Unlabelled,Freebase,1
P704770600,Skittles - PG - 06mg,Product,Unlabelled,Freebase,1
P704771200,Skittles - PG - 12mg,Product,Unlabelled,Freebase,1
P704771800,Skittles - PG - 18mg,Product,Unlabelled,Freebase,1
P706920000,Raspberry - PG - 00mg,Product,Unlabelled,Freebase,1
P706920300,Raspberry - PG - 03mg,Product,Unlabelled,Freebase,1
P706920600,Raspberry - PG - 06mg,Product,Unlabelled,Freebase,1
P706921200,Raspberry - PG - 12mg,Product,Unlabelled,Freebase,1
P706921800,Raspberry - PG - 18mg,Product,Unlabelled,Freebase,1
P704800000,Watermelon Candy - PG - 00mg,Product,Unlabelled,Freebase,1
P704800300,Watermelon Candy - PG - 03mg,Product,Unlabelled,Freebase,1
P704800600,Watermelon Candy - PG - 06mg,Product,Unlabelled,Freebase,1
P704801200,Watermelon Candy - PG - 12mg,Product,Unlabelled,Freebase,1
P704801800,Watermelon Candy - PG - 18mg,Product,Unlabelled,Freebase,1
P703100000,Spearmint - PG - 00mg,Product,Unlabelled,Freebase,1
P703100300,Spearmint - PG - 03mg,Product,Unlabelled,Freebase,1
P703100600,Spearmint - PG - 06mg,Product,Unlabelled,Freebase,1
P703101200,Spearmint - PG - 12mg,Product,Unlabelled,Freebase,1
P703101800,Spearmint - PG - 18mg,Product,Unlabelled,Freebase,1
P704690000,Strawberry Menthol - PG - 00mg,Product,Unlabelled,Freebase,1
P704690300,Strawberry Menthol - PG - 03mg,Product,Unlabelled,Freebase,1
P704690600,Strawberry Menthol - PG - 06mg,Product,Unlabelled,Freebase,1
P704691200,Strawberry Menthol - PG - 12mg,Product,Unlabelled,Freebase,1
P704691800,Strawberry Menthol - PG - 18mg,Product,Unlabelled,Freebase,1
P704660000,Tobacco - PG - 00mg,Product,Unlabelled,Freebase,1
P704660300,Tobacco - PG - 03mg,Product,Unlabelled,Freebase,1
P704660600,Tobacco - PG - 06mg,Product,Unlabelled,Freebase,1
P704661200,Tobacco - PG - 12mg,Product,Unlabelled,Freebase,1
P704661800,Tobacco - PG - 18mg,Product,Unlabelled,Freebase,1
P703120000,Tropical Mix - PG - 00mg,Product,Unlabelled,Freebase,1
P703120300,Tropical Mix - PG - 03mg,Product,Unlabelled,Freebase,1
P703120600,Tropical Mix - PG - 06mg,Product,Unlabelled,Freebase,1
P703121200,Tropical Mix - PG - 12mg,Product,Unlabelled,Freebase,1
P703121800,Tropical Mix - PG - 18mg,Product,Unlabelled,Freebase,1
P705680000,Tutti Fruity - PG - 00mg,Product,Unlabelled,Freebase,1
P705680300,Tutti Fruity - PG - 03mg,Product,Unlabelled,Freebase,1
P705680600,Tutti Fruity - PG - 06mg,Product,Unlabelled,Freebase,1
P705681200,Tutti Fruity - PG - 12mg,Product,Unlabelled,Freebase,1
P705681800,Tutti Fruity - PG - 18mg,Product,Unlabelled,Freebase,1
P708410000,Vanilla - PG - 00mg,Product,Unlabelled,Freebase,1
P708410300,Vanilla - PG - 03mg,Product,Unlabelled,Freebase,1
P708410600,Vanilla - PG - 06mg,Product,Unlabelled,Freebase,1
P708411200,Vanilla - PG - 12mg,Product,Unlabelled,Freebase,1
P708411800,Vanilla - PG - 18mg,Product,Unlabelled,Freebase,1
P703180000,Wild Strawberry - PG - 00mg,Product,Unlabelled,Freebase,1
P703180300,Wild Strawberry - PG - 03mg,Product,Unlabelled,Freebase,1
P703180600,Wild Strawberry - PG - 06mg,Product,Unlabelled,Freebase,1
P703181200,Wild Strawberry - PG - 12mg,Product,Unlabelled,Freebase,1
P703181800,Wild Strawberry - PG - 18mg,Product,Unlabelled,Freebase,1
V903220000,Banana Custard - VG - 00mg,Product,Unlabelled,Freebase,1
V903220300,Banana Custard - VG - 03mg,Product,Unlabelled,Freebase,1
V903220600,Banana Custard - VG - 06mg,Product,Unlabelled,Freebase,1
V704730000,Berry Mix - VG - 00mg,Product,Unlabelled,Freebase,1
V704730300,Berry Mix - VG - 03mg,Product,Unlabelled,Freebase,1
V704730600,Berry Mix - VG - 06mg,Product,Unlabelled,Freebase,1
V706890000,Green Monster - VG - 00mg,Product,Unlabelled,Freebase,1
V706890300,Green Monster - VG - 03mg,Product,Unlabelled,Freebase,1
V706890600,Green Monster - VG - 06mg,Product,Unlabelled,Freebase,1
V707210000,Mango Ice Tea - VG - 00mg,Product,Unlabelled,Freebase,1
V707210300,Mango Ice Tea - VG - 03mg,Product,Unlabelled,Freebase,1
V707210600,Mango Ice Tea - VG - 06mg,Product,Unlabelled,Freebase,1
V703230000,Nana's Custard Doughnut - VG - 00mg,Product,Unlabelled,Freebase,1
V703230300,Nana's Custard Doughnut - VG - 03mg,Product,Unlabelled,Freebase,1
V703230600,Nana's Custard Doughnut - VG - 06mg,Product,Unlabelled,Freebase,1
V704670000,Tobacco - VG - 00mg,Product,Unlabelled,Freebase,1
V704670300,Tobacco - VG - 03mg,Product,Unlabelled,Freebase,1
V704670600,Tobacco - VG - 06mg,Product,Unlabelled,Freebase,1
V703200000,Tropical Storm - VG - 00mg,Product,Unlabelled,Freebase,1
V703200300,Tropical Storm - VG - 03mg,Product,Unlabelled,Freebase,1
V703200600,Tropical Storm - VG - 06mg,Product,Unlabelled,Freebase,1
V105260000,Apple Cinnamon Doughnut - VG - 00mg,Product,Unlabelled,Freebase,1
V105260300,Apple Cinnamon Doughnut - VG - 03mg,Product,Unlabelled,Freebase,1
V105260600,Apple Cinnamon Doughnut - VG - 06mg,Product,Unlabelled,Freebase,1
V105250000,Blueberry Jam Doughnut - VG - 00mg,Product,Unlabelled,Freebase,1
V105250300,Blueberry Jam Doughnut - VG - 03mg,Product,Unlabelled,Freebase,1
V105250600,Blueberry Jam Doughnut - VG - 06mg,Product,Unlabelled,Freebase,1
V103230000,Custard Doughnut - VG - 00mg,Product,Unlabelled,Freebase,1
V103230300,Custard Doughnut - VG - 03mg,Product,Unlabelled,Freebase,1
V103230600,Custard Doughnut - VG - 06mg,Product,Unlabelled,Freebase,1
V105230000,Dave's Dodgy Doughnut - VG - 00mg,Product,Unlabelled,Freebase,1
V105230300,Dave's Dodgy Doughnut - VG - 03mg,Product,Unlabelled,Freebase,1
V105230600,Dave's Dodgy Doughnut - VG - 06mg,Product,Unlabelled,Freebase,1
P100000900,100% PG Nicotine Shot - PG - 09mg,Product,Unlabelled,Freebase,1
P100001800,100% PG Nicotine Shot - PG - 18mg,Product,Unlabelled,Freebase,1
V100000900,100% VG Nicotine Shot - VG - 09mg,Product,Unlabelled,Freebase,1
V100001500,100% VG Nicotine Shot - VG - 15mg,Product,Unlabelled,Freebase,1
V100001800,100% VG Nicotine Shot - VG - 18mg,Product,Unlabelled,Freebase,1
V100002000,100% VG Nicotine Shot - VG - 20mg,Product,Unlabelled,Freebase,1
V700001800,70% VG Nicotine Shot - VG - 18mg,Product,Unlabelled,Freebase,1
P500000900,50/50 Nicotine Shot - PG - 09mg,Product,Unlabelled,Freebase,1
P500001800,50/50 Nicotine Shot - PG - 18mg,Product,Unlabelled,Freebase,1
P100000000,100% PG Nicotine Free Shot - PG - 00mg,Product,Unlabelled,Freebase,1
V100000000,100% VG Nicotine Free Shot - VG - 00mg,Product,Unlabelled,Freebase,1
V706481800,Sub Zero Nicotine Shot - VG - 18mg,Product,Unlabelled,Freebase,1
V706741800,Absolute Zero Nicotine Shot - VG - 18mg,Product,Unlabelled,Freebase,1
V707261800,70% VG Nicotine Salt Shot - VG - 18mg,Product,Unlabelled,Freebase,1
V707262000,70% VG Nicotine Salt Shot - VG - 20mg,Product,Unlabelled,Freebase,1
V107261800,Max VG Nicotine Salt Shot - VG - 18mg,Product,Unlabelled,Freebase,1
V605390300,Blackcurrant Blush - VG - 03mg,Product,Unlabelled,Freebase,1
V605390600,Blackcurrant Blush - VG - 06mg,Product,Unlabelled,Freebase,1
V605391200,Blackcurrant Blush - VG - 12mg,Product,Unlabelled,Freebase,1
V605391800,Blackcurrant Blush - VG - 18mg,Product,Unlabelled,Freebase,1
V605410300,Raspberry Lemonade - VG - 03mg,Product,Unlabelled,Freebase,1
V605410600,Raspberry Lemonade - VG - 06mg,Product,Unlabelled,Freebase,1
V605411200,Raspberry Lemonade - VG - 12mg,Product,Unlabelled,Freebase,1
V605411800,Raspberry Lemonade - VG - 18mg,Product,Unlabelled,Freebase,1
V702440300,Tropical sparkle - VG - 03mg,Product,Unlabelled,Freebase,1
V702440600,Tropical sparkle - VG - 06mg,Product,Unlabelled,Freebase,1
V702441200,Tropical sparkle - VG - 12mg,Product,Unlabelled,Freebase,1
V702441800,Tropical sparkle - VG - 18mg,Product,Unlabelled,Freebase,1
P507642000,Banana cream Nicotine Salt - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P507632000,! Blue Raspberry Nicotine Salt - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P507692000,Forest fruits Nicotine Salt - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P507682000,Lemon Tart Nicotine Salt - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P507702000,Raspberry Tart Nicotine Salt - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P507662000,Sweet tobacco Nicotine Salt - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P509492000,Black Ice Nicotine Salt - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P507542000,! Red Astaire Nicotine Salt - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P507472000,! H Berg Nicotine Salt - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P509482000,Menthol Nicotine Salt - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P507712000,Red Astaire Nicotine Salt - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P507652000,H Berg Nicotine Salt - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P805470300,1912 - PG - 03mg,Product,Unlabelled,Freebase,1
P805470600,1912 - PG - 06mg,Product,Unlabelled,Freebase,1
P805471200,1912 - PG - 12mg,Product,Unlabelled,Freebase,1
P805471800,1912 - PG - 18mg,Product,Unlabelled,Freebase,1
V805480300,Accies Baccy - VG - 03mg,Product,Unlabelled,Freebase,1
V805480600,Accies Baccy - VG - 06mg,Product,Unlabelled,Freebase,1
V805481200,Accies Baccy - VG - 12mg,Product,Unlabelled,Freebase,1
V805481800,Accies Baccy - VG - 18mg,Product,Unlabelled,Freebase,1
P505320300,Accies Ambrosia - PG - 03mg,Product,Unlabelled,Freebase,1
P505320600,Accies Ambrosia - PG - 06mg,Product,Unlabelled,Freebase,1
P505321200,Accies Ambrosia - PG - 12mg,Product,Unlabelled,Freebase,1
P505321800,Accies Ambrosia - PG - 18mg,Product,Unlabelled,Freebase,1
P505540300,Melon of Troy - PG - 03mg,Product,Unlabelled,Freebase,1
P505540600,Melon of Troy - PG - 06mg,Product,Unlabelled,Freebase,1
P505541200,Melon of Troy - PG - 12mg,Product,Unlabelled,Freebase,1
P505541800,Melon of Troy - PG - 18mg,Product,Unlabelled,Freebase,1
V605550300,R&R - VG - 03mg,Product,Unlabelled,Freebase,1
V605550600,R&R - VG - 06mg,Product,Unlabelled,Freebase,1
V605551200,R&R - VG - 12mg,Product,Unlabelled,Freebase,1
V605551800,R&R - VG - 18mg,Product,Unlabelled,Freebase,1
V605560300,Rhubarb & Custard - VG - 03mg,Product,Unlabelled,Freebase,1
V605560600,Rhubarb & Custard - VG - 06mg,Product,Unlabelled,Freebase,1
V605561200,Rhubarb & Custard - VG - 12mg,Product,Unlabelled,Freebase,1
V605561800,Rhubarb & Custard - VG - 18mg,Product,Unlabelled,Freebase,1
V105190000,Brains - VG - 00mg,Product,Unlabelled,Freebase,1
V105190300,Brains - VG - 03mg,Product,Unlabelled,Freebase,1
V105190600,Brains - VG - 06mg,Product,Unlabelled,Freebase,1
V105220000,Safe Zone - VG - 00mg,Product,Unlabelled,Freebase,1
V105220300,Safe Zone - VG - 03mg,Product,Unlabelled,Freebase,1
V105220600,Safe Zone - VG - 06mg,Product,Unlabelled,Freebase,1
V105200000,The Horde - VG - 00mg,Product,Unlabelled,Freebase,1
V105200300,The Horde - VG - 03mg,Product,Unlabelled,Freebase,1
V105200600,The Horde - VG - 06mg,Product,Unlabelled,Freebase,1
V100060000,The Host - VG - 00mg,Product,Unlabelled,Freebase,1
V100060300,The Host - VG - 03mg,Product,Unlabelled,Freebase,1
V100060600,The Host - VG - 06mg,Product,Unlabelled,Freebase,1
SV110050500,Watermelon Bubblegum - VG - SF,Product,Unlabelled,Shortfill,1
SV110060500,Creamy Custard - VG - SF,Product,Unlabelled,Shortfill,1
SV110070500,Strawberry Shortcake - VG - SF,Product,Unlabelled,Shortfill,1
SV610080500,White chocolate & raspberry - VG - SF,Product,Unlabelled,Shortfill,1
SV610090500,Lemon Tart - VG - SF,Product,Unlabelled,Shortfill,1
SV610100500,Peach and passion fruit - VG - SF,Product,Unlabelled,Shortfill,1
SV610110500,Blueberry Muffin - VG - SF,Product,Unlabelled,Shortfill,1
SV710120400,Date and Fig Tobacco - VG - SF,Product,Unlabelled,Shortfill,1
SV710130400,Nutz 4 Tobacco - VG - SF,Product,Unlabelled,Shortfill,1
SV710140400,Tobacco Chocolate - VG - SF,Product,Unlabelled,Shortfill,1
SV710150400,Dessert Tobacco - VG - SF,Product,Unlabelled,Shortfill,1
SV910160500,Kool Blackcurrant mango - VG - SF,Product,Unlabelled,Shortfill,1
SV810170500,Lemon & Lime Koolada - VG - SF,Product,Unlabelled,Shortfill,1
SV910180500,Kool Blackcurrant Lychee - VG - SF,Product,Unlabelled,Shortfill,1
SV110190500,Kool Raspberry - VG - SF,Product,Unlabelled,Shortfill,1
SV110200500,Kool Orange - VG - SF,Product,Unlabelled,Shortfill,1
SV810210500,Kool Apple - VG - SF,Product,Unlabelled,Shortfill,1
SV610220500,Lemon & Lime - VG - SF,Product,Unlabelled,Shortfill,1
SV610230500,Raspberry - VG - SF,Product,Unlabelled,Shortfill,1
SV610240500,Blackcurrant mango - VG - SF,Product,Unlabelled,Shortfill,1
SV610250500,Apple - VG - SF,Product,Unlabelled,Shortfill,1
SV610260500,Blackcurrant Lychee - VG - SF,Product,Unlabelled,Shortfill,1
SV610270500,Pear Drops - VG - SF,Product,Unlabelled,Shortfill,1
SV610280500,Black Jack - VG - SF,Product,Unlabelled,Shortfill,1
SV610290500,Foam Banana - VG - SF,Product,Unlabelled,Shortfill,1
SV610300500,Apple Rancher - VG - SF,Product,Unlabelled,Shortfill,1
SV610310500,Cherry Tunes - VG - SF,Product,Unlabelled,Shortfill,1
SV610320500,Parma Violet - VG - SF,Product,Unlabelled,Shortfill,1
SV510330400,Blackcurrant lemonade - VG - SF,Product,Unlabelled,Shortfill,1
SV510340400,Apricot yogurt - VG - SF,Product,Unlabelled,Shortfill,1
SV510350400,Pineapple - VG - SF,Product,Unlabelled,Shortfill,1
SV510360400,Grape soda - VG - SF,Product,Unlabelled,Shortfill,1
SV510370400,Strawberry - VG - SF,Product,Unlabelled,Shortfill,1
SV510380400,Red One - VG - SF,Product,Unlabelled,Shortfill,1
SV510390400,Vanilla - VG - SF,Product,Unlabelled,Shortfill,1
SV610400500,Blackcurrant Blush - VG - SF,Product,Unlabelled,Shortfill,1
SV610410500,Raspberry Lemonade - VG - SF,Product,Unlabelled,Shortfill,1
SV610420500,Tropical sparkle - VG - SF,Product,Unlabelled,Shortfill,1
SV610430500,Lemon iced tea - VG - SF,Product,Unlabelled,Shortfill,1
SV610440500,Mint iced tea - VG - SF,Product,Unlabelled,Shortfill,1
SV610450500,Peach iced tea - VG - SF,Product,Unlabelled,Shortfill,1
SV610460500,Strawberry - VG - SF,Product,Unlabelled,Shortfill,1
SV610470500,Grape Soda - VG - SF,Product,Unlabelled,Shortfill,1
SV610480500,Pineapple - VG - SF,Product,Unlabelled,Shortfill,1
SV610490500,Apricot Yoghurt - VG - SF,Product,Unlabelled,Shortfill,1
SV610500500,Bubblegum - VG - SF,Product,Unlabelled,Shortfill,1
SV610510500,Black Lemonade - VG - SF,Product,Unlabelled,Shortfill,1
SV110520500,Blueberry Jam Doughnut - VG - SF,Product,Unlabelled,Shortfill,1
SV110530500,Apple Cinnamon Doughnut - VG - SF,Product,Unlabelled,Shortfill,1
SV110540500,Custard Doughnut - VG - SF,Product,Unlabelled,Shortfill,1
SV110550500,Raspberry and Strawberry Jam Doughnut - VG - SF,Product,Unlabelled,Shortfill,1
CP51056C300,Tropical Storm - PG - 100mg CBD,Product,Unlabelled,CBD,1
CP51056D300,Tropical Storm - PG - 500mg CBD,Product,Unlabelled,CBD,1
CP51057C300,Lemon Tart - PG - 100mg CBD,Product,Unlabelled,CBD,1
CP51057D300,Lemon Tart - PG - 500mg CBD,Product,Unlabelled,CBD,1
CP51058C300,Black Ice - PG - 100mg CBD,Product,Unlabelled,CBD,1
CP51058D300,Black Ice - PG - 500mg CBD,Product,Unlabelled,CBD,1
CP51059C300,Menthol - PG - 100mg CBD,Product,Unlabelled,CBD,1
CP51059D300,Menthol - PG - 500mg CBD,Product,Unlabelled,CBD,1
CP51060C300,Forest Fruits - PG - 100mg CBD,Product,Unlabelled,CBD,1
CP51060D300,Forest Fruits - PG - 500mg CBD,Product,Unlabelled,CBD,1
SV510800500,Menthol - VG - SF,Product,Unlabelled,Shortfill,1
SV712430500,Cola - VG - SF,Product,Unlabelled,Shortfill,1
SV611160500,Raspberry Tart - VG - SF,Product,Unlabelled,Shortfill,1
SV511170400,The Blue One - VG - SF,Product,Unlabelled,Shortfill,1
SV111181000,Vanilla Strawberry Milkshake - VG - SF,Product,Unlabelled,Shortfill,1
SV111191000,Banana Milkshake - VG - SF,Product,Unlabelled,Shortfill,1
SV111201000,Chocolate & Orange Milkshake - VG - SF,Product,Unlabelled,Shortfill,1
SV611731000,Rainbow Candy - VG - SF,Product,Unlabelled,Shortfill,1
SV611741000,Pineapple and Coconut - VG - SF,Product,Unlabelled,Shortfill,1
SV611751000,Strawberry Cotton Candy - VG - SF,Product,Unlabelled,Shortfill,1
SV711761000,Key Lime Pie - VG - SF,Product,Unlabelled,Shortfill,1
P712610000,Pink Lemonade - PG - 00mg,Product,Unlabelled,Freebase,1
P712610300,Pink Lemonade - PG - 03mg,Product,Unlabelled,Freebase,1
P712610600,Pink Lemonade - PG - 06mg,Product,Unlabelled,Freebase,1
P712611200,Pink Lemonade - PG - 12mg,Product,Unlabelled,Freebase,1
P712611800,Pink Lemonade - PG - 18mg,Product,Unlabelled,Freebase,1
P712600000,Blue Bon Bon - PG - 00mg,Product,Unlabelled,Freebase,1
P712600300,Blue Bon Bon - PG - 03mg,Product,Unlabelled,Freebase,1
P712600600,Blue Bon Bon - PG - 06mg,Product,Unlabelled,Freebase,1
P712601200,Blue Bon Bon - PG - 12mg,Product,Unlabelled,Freebase,1
P712601800,Blue Bon Bon - PG - 18mg,Product,Unlabelled,Freebase,1
P712620000,Cherry Tunes - PG - 00mg,Product,Unlabelled,Freebase,1
P712620300,Cherry Tunes - PG - 03mg,Product,Unlabelled,Freebase,1
P712620600,Cherry Tunes - PG - 06mg,Product,Unlabelled,Freebase,1
P712621200,Cherry Tunes - PG - 12mg,Product,Unlabelled,Freebase,1
P712621800,Cherry Tunes - PG - 18mg,Product,Unlabelled,Freebase,1
P512401000,Peach & Passionfruit Nicotine Salts - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P512402000,Peach & Passionfruit Nicotine Salts - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P512411000,Blackcurrant Nicotine Salts - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P512412000,Blackcurrant Nicotine Salts - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P512391000,Cola Nicotine Salts - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P512392000,Cola Nicotine Salts - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
SV612650500,Blue Raspberry - VG - SF,Product,Unlabelled,Shortfill,1
SV612660500,Black Ice - VG - SF,Product,Unlabelled,Shortfill,1
SV612670500,Forest Fruits - VG - SF,Product,Unlabelled,Shortfill,1
SV612680500,Banana Cream - VG - SF,Product,Unlabelled,Shortfill,1
P712690000,"Strawberry, Kiwi & Apple - PG - 00mg",Product,Unlabelled,Freebase,1
P712690300,"Strawberry, Kiwi & Apple - PG - 03mg",Product,Unlabelled,Freebase,1
P712690600,"Strawberry, Kiwi & Apple - PG - 06mg",Product,Unlabelled,Freebase,1
P712691200,"Strawberry, Kiwi & Apple - PG - 12mg",Product,Unlabelled,Freebase,1
P712691800,"Strawberry, Kiwi & Apple - PG - 18mg",Product,Unlabelled,Freebase,1
P712700000,Strawberry & Lime Cider - PG - 00mg,Product,Unlabelled,Freebase,1
P712700300,Strawberry & Lime Cider - PG - 03mg,Product,Unlabelled,Freebase,1
