sku,name,type,category,subcat,active
P5077010FS,Fifty-Fifty Smooth - Raspberry Tart Nicotine Salt - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5076610FS,Fifty-Fifty Smooth - Sweet tobacco Nicotine Salt - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5094910FS,Fifty-Fifty Smooth - Black Ice Nicotine Salt - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5094810FS,Fifty-Fifty Smooth - Menthol Nicotine Salt - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5077110FS,Fifty-Fifty Smooth - The Crimson One Nicotine Salt - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5076510FS,Fifty-Fifty Smooth - The Blue One Nicotine Salt - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5129710FS,Fifty-Fifty Smooth - Blue Raspberry Nicotine Salt - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5129720FS,Fifty-Fifty Smooth - Blue Raspberry Nicotine Salt - PG - 20mg,Product,Labelled,Nicotine Salt,1
SV7129940CR,The Cedar Reserve - Tropical Storm - VG - SF,Product,Labelled,Shortfill,1
SV7130040CR,The Cedar Reserve - Mango Ice Tea - VG - SF,Product,Labelled,Shortfill,1
SV7130140CR,The Cedar Reserve - Berrylicious - VG - SF,Product,Labelled,Shortfill,1
SV7136005AD,Afternoon Delight - Carrot Cake - VG - SF,Product,Labelled,Shortfill,1
SV6136105CS,Bar Wars Salts - Blueberry & Lime Cider - VG - SF,Product,Labelled,Shortfill,1
SV6136205CS,Bar Wars Salts - Mango & Raspberry Cider - VG - SF,Product,Labelled,Shortfill,1
SV6136305CS,Bar Wars Salts - Elderflower & Pear Cider - VG - SF,Product,Labelled,Shortfill,1
SV6136405CS,Bar Wars Salts - Strawberry & Lime Cider - VG - SF,Product,Labelled,Shortfill,1
SV6136505CS,Bar Wars Salts - Dark Fruits Cider - VG - SF,Product,Labelled,Shortfill,1
SV6136605CS,Bar Wars Salts - Orchard Apple Cider - VG - SF,Product,Labelled,Shortfill,1
SV6136705CS,Bar Wars Salts - Passionfruit Cider - VG - SF,Product,Labelled,Shortfill,1
CP51372D06HL,Hemp Life CBD - Raspberry Moonshine - CBD - 0500mg,Product,Labelled,CBD,1
CP51372M06HL,Hemp Life CBD - Raspberry Moonshine - CBD - 1000mg,Product,Labelled,CBD,1
CP51372M26HL,Hemp Life CBD - Raspberry Moonshine - CBD - 2000mg,Product,Labelled,CBD,1
CP51373D06HL,Hemp Life CBD - Grandaddy Purple - CBD - 0500mg,Product,Labelled,CBD,1
CP51373M06HL,Hemp Life CBD - Grandaddy Purple - CBD - 1000mg,Product,Labelled,CBD,1
CP51373M26HL,Hemp Life CBD - Grandaddy Purple - CBD - 2000mg,Product,Labelled,CBD,1
CP51382D06HL,Hemp Life CBD - Red Dragon - CBD - 0500mg,Product,Labelled,CBD,1
CP51382M06HL,Hemp Life CBD - Red Dragon - CBD - 1000mg,Product,Labelled,CBD,1
CP51382M26HL,Hemp Life CBD - Red Dragon - CBD - 2000mg,Product,Labelled,CBD,1
CP51383D06HL,Hemp Life CBD - Mango Kush - CBD - 0500mg,Product,Labelled,CBD,1
CP51383M06HL,Hemp Life CBD - Mango Kush - CBD - 1000mg,Product,Labelled,CBD,1
CP51383M26HL,Hemp Life CBD - Mango Kush - CBD - 2000mg,Product,Labelled,CBD,1
CP51384D06HL,Hemp Life CBD - Lemon Haze - CBD - 0500mg,Product,Labelled,CBD,1
CP51384M06HL,Hemp Life CBD - Lemon Haze - CBD - 1000mg,Product,Labelled,CBD,1
CP51384M26HL,Hemp Life CBD - Lemon Haze - CBD - 2000mg,Product,Labelled,CBD,1
CP51385D06HL,Hemp Life CBD - Blue Dreams - CBD - 0500mg,Product,Labelled,CBD,1
CP51385M06HL,Hemp Life CBD - Blue Dreams - CBD - 1000mg,Product,Labelled,CBD,1
CP51385M26HL,Hemp Life CBD - Blue Dreams - CBD - 2000mg,Product,Labelled,CBD,1
SV6157005SM,Smooth - Mint Choc Fudge Shake - VG - SF,Product,Labelled,Shortfill,1
SV6156905SM,Smooth - Banana Shake - VG - SF,Product,Labelled,Shortfill,1
SV6156805SM,Smooth - Strawberry Shake - VG - SF,Product,Labelled,Shortfill,1
SV6147010F0,Fused - Grape Raspberry Duo - VG - SF,Product,Labelled,Shortfill,1
SV6147110F0,Fused - Apple Blackcurrant Duo - VG - SF,Product,Labelled,Shortfill,1
SV6147210F0,Fused - Strawberry Kiwi Duo - VG - SF,Product,Labelled,Shortfill,1
SV6147310F0,Fused - Mango Passion Duo - VG - SF,Product,Labelled,Shortfill,1
SV6147410F0,Fused - Apple Pear Duo - VG - SF,Product,Labelled,Shortfill,1
SV6147510FI,Fused On Ice - Grape Raspberry Duo Ice - VG - SF,Product,Labelled,Shortfill,1
SV6147610FI,Fused On Ice - Apple Blackcurrant Duo Ice - VG - SF,Product,Labelled,Shortfill,1
SV6147710FI,Fused On Ice - Strawberry Kiwi Duo Ice - VG - SF,Product,Labelled,Shortfill,1
SV6147810FI,Fused On Ice - Mango Passion Duo Ice - VG - SF,Product,Labelled,Shortfill,1
SV6147910FI,Fused On Ice - Apple Pear Duo Ice - VG - SF,Product,Labelled,Shortfill,1
P5148410FS,Fifty-Fifty Smooth - Apricot Yoghurt Nicotine Salt - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5148420FS,Fifty-Fifty Smooth - Apricot Yoghurt Nicotine Salt - PG - 20mg,Product,Labelled,Nicotine Salt,1
P5150010BL,Brain Freeze Salt - Kool Watermelon Nicotine Salt - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5150020BL,Brain Freeze Salt - Kool Watermelon Nicotine Salt - PG - 20mg,Product,Labelled,Nicotine Salt,1
P5150210BL,Brain Freeze Salt - Watermelon Nicotine Salt - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5150220BL,Brain Freeze Salt - Watermelon Nicotine Salt - PG - 20mg,Product,Labelled,Nicotine Salt,1
P5150410BL,Brain Freeze Salt - Kool Lychee Blackcurrant Nicotine Salt - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5150420BL,Brain Freeze Salt - Kool Lychee Blackcurrant Nicotine Salt - PG - 20mg,Product,Labelled,Nicotine Salt,1
P5150610DL,Brain Freeze Defrosted Salt - Lychee Blackcurrant Nicotine Salt - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5150620DL,Brain Freeze Defrosted Salt - Lychee Blackcurrant Nicotine Salt - PG - 20mg,Product,Labelled,Nicotine Salt,1
P5150810BL,Brain Freeze Salt - Kool Mango Blackcurrant Nicotine Salt - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5150820BL,Brain Freeze Salt - Kool Mango Blackcurrant Nicotine Salt - PG - 20mg,Product,Labelled,Nicotine Salt,1
P5151010DL,Brain Freeze Defrosted Salt - Mango Blackcurrant Nicotine Salt - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5151020DL,Brain Freeze Defrosted Salt - Mango Blackcurrant Nicotine Salt - PG - 20mg,Product,Labelled,Nicotine Salt,1
P5151210BL,Brain Freeze Salt - Kool Lemon & Lime Nicotine Salt - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5151220BL,Brain Freeze Salt - Kool Lemon & Lime Nicotine Salt - PG - 20mg,Product,Labelled,Nicotine Salt,1
P5151410DL,Brain Freeze Defrosted Salt - Lemon & Lime Nicotine Salt - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5151420DL,Brain Freeze Defrosted Salt - Lemon & Lime Nicotine Salt - PG - 20mg,Product,Labelled,Nicotine Salt,1
P5151610BL,Brain Freeze Salt - Kool Apple Nicotine Salt - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5151620BL,Brain Freeze Salt - Kool Apple Nicotine Salt - PG - 20mg,Product,Labelled,Nicotine Salt,1
P5151810DL,Brain Freeze Defrosted Salt - Apple Nicotine Salt - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5151820DL,Brain Freeze Defrosted Salt - Apple Nicotine Salt - PG - 20mg,Product,Labelled,Nicotine Salt,1
P5152010BL,Brain Freeze Salt - Kool Raspberry Nicotine Salt - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5152020BL,Brain Freeze Salt - Kool Raspberry Nicotine Salt - PG - 20mg,Product,Labelled,Nicotine Salt,1
P5152210DL,Brain Freeze Defrosted Salt - Raspberry Nicotine Salt - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5152220DL,Brain Freeze Defrosted Salt - Raspberry Nicotine Salt - PG - 20mg,Product,Labelled,Nicotine Salt,1
P5142610FS,Fifty-Fifty Smooth - Mango Madness Nicotine Salt - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5142620FS,Fifty-Fifty Smooth - Mango Madness Nicotine Salt - PG - 20mg,Product,Labelled,Nicotine Salt,1
SV6152405BF,Brain Freeze - Kool Watermelon - VG - SF,Product,Labelled,Shortfill,1
SV6164805WW,Winter Wonderland - Candy Cane - VG - SF,Product,Labelled,Shortfill,1
SV6164905WW,Winter Wonderland - Mince Pie Xmas Pudding - VG - SF,Product,Labelled,Shortfill,1
SV6159805AR,Ares - Blackcurrant Aniseed - VG - SF,Product,Labelled,Shortfill,1
SV6159905AR,Ares - Grape Aniseed - VG - SF,Product,Labelled,Shortfill,1
SV6160005AR,Ares - Lemon & Mint Aniseed - VG - SF,Product,Labelled,Shortfill,1
SV6160105AR,Ares - Raspberry Aniseed - VG - SF,Product,Labelled,Shortfill,1
SV7229110WW,Winter Wonderland - Gingerbread Man,Product,Labelled,Shortfill,1
SV6161405CL,Candy Land - Drumsticks - VG - SF,Product,Labelled,Shortfill,1
SV6156205CL,Candy Land - Rhubarb & Custard - VG - SF,Product,Labelled,Shortfill,1
SV6161305CL,Candy Land - Gummy Bears - VG - SF,Product,Labelled,Shortfill,1
P7225100CR,The Cedar Reserve - Lemon & Lime - PG - 00mg,Product,Labelled,Freebase,1
P7225103CR,The Cedar Reserve - Lemon & Lime - PG - 03mg,Product,Labelled,Freebase,1
P7225106CR,The Cedar Reserve - Lemon & Lime - PG - 06mg,Product,Labelled,Freebase,1
P7225112CR,The Cedar Reserve - Lemon & Lime - PG - 12mg,Product,Labelled,Freebase,1
P7225118CR,The Cedar Reserve - Lemon & Lime - PG - 18mg,Product,Labelled,Freebase,1
P7203700CR,The Cedar Reserve - Wild Strawberry - PG - 00mg,Product,Labelled,Freebase,1
P7203703CR,The Cedar Reserve - Wild Strawberry - PG - 03mg,Product,Labelled,Freebase,1
P7203706CR,The Cedar Reserve - Wild Strawberry - PG - 06mg,Product,Labelled,Freebase,1
P7203712CR,The Cedar Reserve - Wild Strawberry - PG - 12mg,Product,Labelled,Freebase,1
P7203718CR,The Cedar Reserve - Wild Strawberry - PG - 18mg,Product,Labelled,Freebase,1
P7203200CR,The Cedar Reserve - Rhubarb & Custard - PG - 00mg,Product,Labelled,Freebase,1
P7203203CR,The Cedar Reserve - Rhubarb & Custard - PG - 03mg,Product,Labelled,Freebase,1
P7203206CR,The Cedar Reserve - Rhubarb & Custard - PG - 06mg,Product,Labelled,Freebase,1
P7203212CR,The Cedar Reserve - Rhubarb & Custard - PG - 12mg,Product,Labelled,Freebase,1
P7203218CR,The Cedar Reserve - Rhubarb & Custard - PG - 18mg,Product,Labelled,Freebase,1
P7203400CR,The Cedar Reserve - Peppermint - PG - 00mg,Product,Labelled,Freebase,1
P7203403CR,The Cedar Reserve - Peppermint - PG - 03mg,Product,Labelled,Freebase,1
P7203406CR,The Cedar Reserve - Peppermint - PG - 06mg,Product,Labelled,Freebase,1
P7203412CR,The Cedar Reserve - Peppermint - PG - 12mg,Product,Labelled,Freebase,1
P7203418CR,The Cedar Reserve - Peppermint - PG - 18mg,Product,Labelled,Freebase,1
P7203900CR,The Cedar Reserve - Cherry Menthol - PG- 00mg,Product,Labelled,Freebase,1
P7203903CR,The Cedar Reserve - Cherry Menthol - PG- 03mg,Product,Labelled,Freebase,1
P7203906CR,The Cedar Reserve - Cherry Menthol - PG- 06mg,Product,Labelled,Freebase,1
P7203912CR,The Cedar Reserve - Cherry Menthol - PG- 12mg,Product,Labelled,Freebase,1
P7203918CR,The Cedar Reserve - Cherry Menthol - PG- 18mg,Product,Labelled,Freebase,1
P7204000CR,The Cedar Reserve - Blueberry - PG - 00mg,Product,Labelled,Freebase,1
P7204003CR,The Cedar Reserve - Blueberry - PG - 03mg,Product,Labelled,Freebase,1
P7204006CR,The Cedar Reserve - Blueberry - PG - 06mg,Product,Labelled,Freebase,1
P7204012CR,The Cedar Reserve - Blueberry - PG - 12mg,Product,Labelled,Freebase,1
P7204018CR,The Cedar Reserve - Blueberry - PG - 18mg,Product,Labelled,Freebase,1
P7204100CR,The Cedar Reserve - Blueberry Ice - PG - 00mg,Product,Labelled,Freebase,1
P7204103CR,The Cedar Reserve - Blueberry Ice - PG - 03mg,Product,Labelled,Freebase,1
P7204106CR,The Cedar Reserve - Blueberry Ice - PG - 06mg,Product,Labelled,Freebase,1
P7204112CR,The Cedar Reserve - Blueberry Ice - PG - 12mg,Product,Labelled,Freebase,1
P7204118CR,The Cedar Reserve - Blueberry Ice - PG - 18mg,Product,Labelled,Freebase,1
P7204200CR,The Cedar Reserve - Blue Bonbon - PG - 00mg,Product,Labelled,Freebase,1
P7204203CR,The Cedar Reserve - Blue Bonbon - PG - 03mg,Product,Labelled,Freebase,1
P7204206CR,The Cedar Reserve - Blue Bonbon - PG - 06mg,Product,Labelled,Freebase,1
P7204212CR,The Cedar Reserve - Blue Bonbon - PG - 12mg,Product,Labelled,Freebase,1
P7204218CR,The Cedar Reserve - Blue Bonbon - PG - 18mg,Product,Labelled,Freebase,1
P7204300CR,The Cedar Reserve - Banana Ice - PG - 00mg,Product,Labelled,Freebase,1
P7204303CR,The Cedar Reserve - Banana Ice - PG - 03mg,Product,Labelled,Freebase,1
P7204306CR,The Cedar Reserve - Banana Ice - PG - 06mg,Product,Labelled,Freebase,1
P7204312CR,The Cedar Reserve - Banana Ice - PG - 12mg,Product,Labelled,Freebase,1
P7204318CR,The Cedar Reserve - Banana Ice - PG - 18mg,Product,Labelled,Freebase,1
P7204400CR,The Cedar Reserve - Apple Pie & Custard - PG - 00mg,Product,Labelled,Freebase,1
P7204403CR,The Cedar Reserve - Apple Pie & Custard - PG - 03mg,Product,Labelled,Freebase,1
P7204406CR,The Cedar Reserve - Apple Pie & Custard - PG - 06mg,Product,Labelled,Freebase,1
P7204412CR,The Cedar Reserve - Apple Pie & Custard - PG - 12mg,Product,Labelled,Freebase,1
P7204418CR,The Cedar Reserve - Apple Pie & Custard - PG - 18mg,Product,Labelled,Freebase,1
P7204500CR,The Cedar Reserve - Apple - PG - 00mg,Product,Labelled,Freebase,1
P7204503CR,The Cedar Reserve - Apple - PG - 03mg,Product,Labelled,Freebase,1
P7204506CR,The Cedar Reserve - Apple - PG - 06mg,Product,Labelled,Freebase,1
P7204512CR,The Cedar Reserve - Apple - PG - 12mg,Product,Labelled,Freebase,1
P7204518CR,The Cedar Reserve - Apple - PG - 18mg,Product,Labelled,Freebase,1
P7225000CR,The Cedar Reserve - Milky Latte - PG - 00mg,Product,Labelled,Freebase,1
P7225003CR,The Cedar Reserve - Milky Latte - PG - 03mg,Product,Labelled,Freebase,1
P7225006CR,The Cedar Reserve - Milky Latte - PG - 06mg,Product,Labelled,Freebase,1
P7225012CR,The Cedar Reserve - Milky Latte - PG - 12mg,Product,Labelled,Freebase,1
P7225018CR,The Cedar Reserve - Milky Latte - PG - 18mg,Product,Labelled,Freebase,1
P7243400CR,The Cedar Reserve - Peach - PG - 00mg,Product,Labelled,Freebase,1
P7243403CR,The Cedar Reserve - Peach - PG - 03mg,Product,Labelled,Freebase,1
P7243406CR,The Cedar Reserve - Peach - PG - 06mg,Product,Labelled,Freebase,1
P7243412CR,The Cedar Reserve - Peach - PG - 12mg,Product,Labelled,Freebase,1
P7243418CR,The Cedar Reserve - Peach - PG - 18mg,Product,Labelled,Freebase,1
P7225300CR,The Cedar Reserve - Raspberry - PG - 00mg,Product,Labelled,Freebase,1
P7225303CR,The Cedar Reserve - Raspberry - PG - 03mg,Product,Labelled,Freebase,1
P7225306CR,The Cedar Reserve - Raspberry - PG - 06mg,Product,Labelled,Freebase,1
P7225312CR,The Cedar Reserve - Raspberry - PG - 12mg,Product,Labelled,Freebase,1
P7225318CR,The Cedar Reserve - Raspberry - PG - 18mg,Product,Labelled,Freebase,1
P5245810FS,Fifty-Fifty Smooth - Spearmint Nicotine Salt - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5245820FS,Fifty-Fifty Smooth - Spearmint Nicotine Salt - PG - 20mg,Product,Labelled,Nicotine Salt,1
SV6203605FZ,Fused Fizz Shortfills - Ribena - VG - SF,Product,Labelled,Shortfill,1
SV6203505FZ,Fused Fizz Shortfills - Tropical Punch - VG - SF,Product,Labelled,Shortfill,1
SV6231205FZ,Fused Fizz Shortfills - Lemonade Ice - VG - SF,Product,Labelled,Shortfill,1
SV6251110FZ,Fused Fizz Shortfills - Cherry Peach Lemonade Ice - VG - SF,Product,Labelled,Shortfill,1
SV6251210FZ,Fused Fizz Shortfills - Blue Raspberry Lemonade - VG - SF,Product,Labelled,Shortfill,1
SV6251310FZ,Fused Fizz Shortfills - Cherryade Ice - VG - SF,Product,Labelled,Shortfill,1
SV7155810CD,Bake My Day - Coconut Cream Cake - VG - SF,Product,Labelled,Shortfill,1
SV6156010CD,Bake My Day - Chocolate Fudge Brownie - VG - SF,Product,Labelled,Shortfill,1
SV7155910CD,Bake My Day - Birthday Cake - VG - SF,Product,Labelled,Shortfill,1
SV6155710CD,Bake My Day - Bakewell Tart - VG - SF,Product,Labelled,Shortfill,1
SV7166110CD,Bake My Day - Apple Crumble & Custard - VG - SF,Product,Labelled,Shortfill,1
SV6257610F0,Fused - Orange & Pineapple Duo - VG - SF,Product,Labelled,Shortfill,1
SV6257710FI,Fused On Ice - Orange & Pineapple Duo Ice - VG - SF,Product,Labelled,Shortfill,1
SV6257805AR,Ares - Cherry Aniseed - VG - SF,Product,Labelled,Shortfill,1
P5258110BW,Bar Wars Salts - Kiwi Passionfruit Guava - PG - 10mg,Product,Labelled,Nicotine Salt,1
SV6258205DH,Delish Waffles - Banana Caramel Nut Waffle - VG - SF,Product,Labelled,Shortfill,1
SV6258305DH,Delish Waffles - Toffee Apple Waffle - VG - SF,Product,Labelled,Shortfill,1
SV6258405DH,Delish Waffles - Strawberry Waffle - VG - SF,Product,Labelled,Shortfill,1
SV6258505DH,Delish Waffles - Apricot Waffle - VG - SF,Product,Labelled,Shortfill,1
P7259700CR,The Cedar Reserve - Blackcurrant - PG - 00mg,Product,Labelled,Freebase,1
P7259703CR,The Cedar Reserve - Blackcurrant - PG - 03mg,Product,Labelled,Freebase,1
P7259706CR,The Cedar Reserve - Blackcurrant - PG - 06mg,Product,Labelled,Freebase,1
P7259712CR,The Cedar Reserve - Blackcurrant - PG - 12mg,Product,Labelled,Freebase,1
P7259718CR,The Cedar Reserve - Blackcurrant - PG - 18mg,Product,Labelled,Freebase,1
P7259800CR,The Cedar Reserve - The Blue One - PG - 00mg,Product,Labelled,Freebase,1
P7259803CR,The Cedar Reserve - The Blue One - PG - 03mg,Product,Labelled,Freebase,1
P7259806CR,The Cedar Reserve - The Blue One - PG - 06mg,Product,Labelled,Freebase,1
P7259812CR,The Cedar Reserve - The Blue One - PG - 12mg,Product,Labelled,Freebase,1
P7259818CR,The Cedar Reserve - The Blue One - PG - 18mg,Product,Labelled,Freebase,1
P5261510BW,Bar Wars Salts - Grape Raspberry - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5261610BW,Bar Wars Salts - Strawberry Kiwi - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5261710BW,Bar Wars Salts - Mango Passion - PG - 10mg,Product,Labelled,Nicotine Salt,1
SV6163005CL,Candy Land - Spearmint Chew - VG - SF,Product,Labelled,Shortfill,1
P5264810BS,Bake My Day Salt - Coconut Cream Cake - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5264820BS,Bake My Day Salt - Coconut Cream Cake - PG - 20mg,Product,Labelled,Nicotine Salt,1
P5266810BW,Bar Wars Salts - Blueberry Sour Raspberry - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5266820BW,Bar Wars Salts - Blueberry Sour Raspberry - PG - 20mg,Product,Labelled,Nicotine Salt,1
P5266910BW,Bar Wars Salts - Orange Mango - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5266920BW,Bar Wars Salts - Orange Mango - PG - 20mg,Product,Labelled,Nicotine Salt,1
P5267110BW,Bar Wars Salts - Raspberry Orange - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5267120BW,Bar Wars Salts - Raspberry Orange - PG - 20mg,Product,Labelled,Nicotine Salt,1
SV6162905CL,Candy Land - Blue Bon Bon - VG - SF,Product,Labelled,Shortfill,1
SV6161205CL,Candy Land - Lemon Sherbet Chew - VG - SF,Product,Labelled,Shortfill,1
P5267810BW,Bar Wars Salts - Strawberry Raspberry Cherry - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5267820BW,Bar Wars Salts - Strawberry Raspberry Cherry - PG - 20mg,Product,Labelled,Nicotine Salt,1
P5267910BW,Bar Wars Salts - Apple Blackcurrant - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5267920BW,Bar Wars Salts - Apple Blackcurrant - PG - 20mg,Product,Labelled,Nicotine Salt,1
P5268110BW,Bar Wars Salts - Cherry Peach Lemonade - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5268120BW,Bar Wars Salts - Cherry Peach Lemonade - PG - 20mg,Product,Labelled,Nicotine Salt,1
P5268310BW,Bar Wars Salts - Pineapple Passionfruit - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5268320BW,Bar Wars Salts - Pineapple Passionfruit - PG - 20mg,Product,Labelled,Nicotine Salt,1
P5268410BW,Bar Wars Salts - Strawberry Banana - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5268420BW,Bar Wars Salts - Strawberry Banana - PG - 20mg,Product,Labelled,Nicotine Salt,1
P5268510BW,Bar Wars Salts - Watermelon Sour Apple - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5268520BW,Bar Wars Salts - Watermelon Sour Apple - PG - 20mg,Product,Labelled,Nicotine Salt,1
P5269110BW,Bar Wars Salts - Marybull Ice - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5269310BW,Bar Wars Salts - Triple Melon - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5256320BW,Bar Wars Salts - Strawberry Watermelon Peach - PG - 20mg,Product,Labelled,Nicotine Salt,1
P5269120BW,Bar Wars Salts - Marybull Ice - PG - 20mg,Product,Labelled,Nicotine Salt,1
P5261520BW,Bar Wars Salts - Grape Raspberry - PG - 20mg,Product,Labelled,Nicotine Salt,1
P5258120BW,Bar Wars Salts - Kiwi Passion Fruit Guava - PG - 20mg,Product,Labelled,Nicotine Salt,1
P5261720BW,Bar Wars Salts - Mango Passion - PG - 20mg,Product,Labelled,Nicotine Salt,1
P5261620BW,Bar Wars Salts - Strawberry Kiwi - PG - 20mg,Product,Labelled,Nicotine Salt,1
P5269320BW,Bar Wars Salts - Triple Melon - PG - 20mg,Product,Labelled,Nicotine Salt,1
P5273810BW,Bar Wars Salts - Blue Razz Lemonade - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5274110BW,Bar Wars Salts - Pink Lemonade (Raspberry) - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5274120BW,Bar Wars Salts - Pink Lemonade (Raspberry) - PG - 20mg,Product,Labelled,Nicotine Salt,1
P5273820BW,Bar Wars Salts - Blue Razz Lemonade - PG - 20mg,Product,Labelled,Nicotine Salt,1
P5276910BS,Bake My Day Salt - Apple Pie and Custard - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5277010BS,Bake My Day Salt - Bakewell Tart - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5277110BS,Bake My Day Salt - Birthday Cake - PG - 10mg,Product,Labelled,Nicotine Salt,1
P5277210BS,Bake My Day Salt - Chocolate Fudge Brownie - PG - 10mg,Product,Labelled,Nicotine Salt,1
P704650000,USA Blend - PG - 00mg,Product,Unlabelled,Freebase,1
P704650300,USA Blend - PG - 03mg,Product,Unlabelled,Freebase,1
P704650600,USA Blend - PG - 06mg,Product,Unlabelled,Freebase,1
P704651200,USA Blend - PG - 12mg,Product,Unlabelled,Freebase,1
P704651800,USA Blend - PG - 18mg,Product,Unlabelled,Freebase,1
P704760000,Apple - PG - 00mg,Product,Unlabelled,Freebase,1
P704760300,Apple - PG - 03mg,Product,Unlabelled,Freebase,1
P704760600,Apple - PG - 06mg,Product,Unlabelled,Freebase,1
P704761200,Apple - PG - 12mg,Product,Unlabelled,Freebase,1
P704761800,Apple - PG - 18mg,Product,Unlabelled,Freebase,1
P705660000,Apple Pie & Custard - PG - 00mg,Product,Unlabelled,Freebase,1
P705660300,Apple Pie & Custard - PG - 03mg,Product,Unlabelled,Freebase,1
P705660600,Apple Pie & Custard - PG - 06mg,Product,Unlabelled,Freebase,1
P705661200,Apple Pie & Custard - PG - 12mg,Product,Unlabelled,Freebase,1
P705661800,Apple Pie & Custard - PG - 18mg,Product,Unlabelled,Freebase,1
P705690000,Apricot Yoghurt - PG - 00mg,Product,Unlabelled,Freebase,1
P705690300,Apricot Yoghurt - PG - 03mg,Product,Unlabelled,Freebase,1
P705690600,Apricot Yoghurt - PG - 06mg,Product,Unlabelled,Freebase,1
P705691200,Apricot Yoghurt - PG - 12mg,Product,Unlabelled,Freebase,1
P705691800,Apricot Yoghurt - PG - 18mg,Product,Unlabelled,Freebase,1
P704720000,Berry Mix - PG - 00mg,Product,Unlabelled,Freebase,1
P704720300,Berry Mix - PG - 03mg,Product,Unlabelled,Freebase,1
P704720600,Berry Mix - PG - 06mg,Product,Unlabelled,Freebase,1
P704721200,Berry Mix - PG - 12mg,Product,Unlabelled,Freebase,1
P704721800,Berry Mix - PG - 18mg,Product,Unlabelled,Freebase,1
P704740000,Black Cherry - PG - 00mg,Product,Unlabelled,Freebase,1
P704740300,Black Cherry - PG - 03mg,Product,Unlabelled,Freebase,1
P704740600,Black Cherry - PG - 06mg,Product,Unlabelled,Freebase,1
P704741200,Black Cherry - PG - 12mg,Product,Unlabelled,Freebase,1
P704741800,Black Cherry - PG - 18mg,Product,Unlabelled,Freebase,1
P704750000,Blueberry - PG - 00mg,Product,Unlabelled,Freebase,1
P704750300,Blueberry - PG - 03mg,Product,Unlabelled,Freebase,1
P704750600,Blueberry - PG - 06mg,Product,Unlabelled,Freebase,1
P704751200,Blueberry - PG - 12mg,Product,Unlabelled,Freebase,1
P704751800,Blueberry - PG - 18mg,Product,Unlabelled,Freebase,1
P704700000,Blueberry Menthol - PG - 00mg,Product,Unlabelled,Freebase,1
P704700300,Blueberry Menthol - PG - 03mg,Product,Unlabelled,Freebase,1
P704700600,Blueberry Menthol - PG - 06mg,Product,Unlabelled,Freebase,1
P704701200,Blueberry Menthol - PG - 12mg,Product,Unlabelled,Freebase,1
P704701800,Blueberry Menthol - PG - 18mg,Product,Unlabelled,Freebase,1
P704780000,Blueberry Muffin - PG - 00mg,Product,Unlabelled,Freebase,1
P704780300,Blueberry Muffin - PG - 03mg,Product,Unlabelled,Freebase,1
P704780600,Blueberry Muffin - PG - 06mg,Product,Unlabelled,Freebase,1
P704781200,Blueberry Muffin - PG - 12mg,Product,Unlabelled,Freebase,1
P704781800,Blueberry Muffin - PG - 18mg,Product,Unlabelled,Freebase,1
P706900000,Bubblegum - PG - 00mg,Product,Unlabelled,Freebase,1
P706900300,Bubblegum - PG - 03mg,Product,Unlabelled,Freebase,1
